rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category
137,97207,Dungeon Petz,2,4,90,90,90,2011,7.54245,7.33137,10047,13,"Auction/Bidding, Hand Management, Simultaneous Action Selection, Worker Placement",13341,"Animals, Fantasy, Humor"
138,822,Carcassonne,2,5,45,30,45,2000,7.43376,7.33059,77062,8,"Area Control / Area Influence, Tile Placement",108796,"City Building, Medieval, Territory Building"
139,22545,Age of Empires III: The Age of Discovery,2,5,120,90,120,2007,7.57048,7.32813,9236,10,"Area Control / Area Influence, Set Collection, Worker Placement",7806,"Civilization, Exploration, Renaissance, Video Game Theme"
140,234,Hannibal: Rome vs. Carthage,2,2,200,40,200,1996,7.82153,7.3273,4477,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",6899,"Ancient, Political, Wargame"
141,101721,Mage Wars Arena,2,2,90,90,90,2012,7.73769,7.32544,6503,13,"Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers",11246,"Card Game, Fantasy, Fighting"
142,24181,Imperial,2,6,180,120,180,2006,7.62037,7.32464,7589,13,"Area Control / Area Influence, Area Movement, Stock Holding",6480,"Economic, Nautical, Political"
143,25021,Sekigahara: The Unification of Japan,2,2,180,180,180,2011,8.05306,7.32073,2844,12,"Hand Management, Point to Point Movement, Secret Unit Deployment",5065,"Civil War, Renaissance, Wargame"
144,93260,Summoner Wars: Master Set,2,4,30,30,30,2011,7.57652,7.31905,9382,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",12105,"Card Game, Fantasy, Fighting"
145,192291,Sushi Go Party!,2,8,20,20,20,2016,7.58529,7.31818,9428,8,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",17974,"Card Game, Party Game"
146,195421,Near and Far,2,4,120,60,120,2017,8.02278,7.31798,3102,13,"Card Drafting, Dice Rolling, Route/Network Building, Set Collection, Storytelling, Variable Player Powers, Worker Placement",7774,"Adventure, Exploration"
147,59294,Runewars,2,4,240,180,240,2010,7.67912,7.31299,6960,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board, Simultaneous Action Selection, Variable Player Powers",9032,"Adventure, Fantasy, Fighting, Wargame"
148,193037,Dead of Winter: The Long Night,2,5,120,60,120,2016,7.86923,7.31268,4428,14,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Variable Player Powers, Voting",11184,"Bluffing, Deduction, Horror, Mature / Adult, Science Fiction, Zombies"
149,38453,Space Alert,1,5,30,30,30,2008,7.49416,7.31265,12891,12,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management, Simultaneous Action Selection",17576,"Electronic, Real-time, Science Fiction, Space Exploration"
150,19857,Glory to Rome,2,5,60,60,60,2005,7.49165,7.31152,11555,12,"Card Drafting, Hand Management, Set Collection, Variable Phase Order",12799,"Ancient, Card Game, City Building, Economic"
151,118048,Targi,2,2,60,60,60,2012,7.59792,7.31134,7239,12,"Modular Board, Set Collection, Worker Placement",10158,Card Game
152,155873,Power Grid Deluxe: Europe/North America,2,6,120,120,120,2014,8.08767,7.30793,2658,12,"Auction/Bidding, Route/Network Building",4864,"Economic, Industry / Manufacturing"
153,199561,Sagrada,1,4,45,30,45,2017,7.65501,7.30777,6786,14,"Dice Rolling, Pattern Building, Set Collection",10740,"Dice, Puzzle"
154,176494,Isle of Skye: From Chieftain to King,2,5,50,30,50,2015,7.4863,7.30776,12777,8,"Auction/Bidding, Set Collection, Tile Placement",16970,"Economic, Territory Building"
155,463,Magic: The Gathering,2,2,20,20,20,1993,7.45398,7.30614,25708,13,"Hand Management, Player Elimination, Take That",28245,"Card Game, Collectible Components, Fantasy, Fighting"
156,172818,Above and Below,2,4,90,90,90,2015,7.58338,7.3053,8264,13,"Action Point Allowance System, Card Drafting, Deck / Pool Building, Dice Rolling, Set Collection, Storytelling, Trading",12933,"Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation"
157,181304,Mysterium,2,7,42,42,42,2015,7.45528,7.30462,18627,10,"Co-operative Play, Hand Management, Pattern Recognition",28305,"Deduction, Murder/Mystery, Party Game"
158,127060,Bora Bora,2,4,120,60,120,2013,7.58174,7.30364,7376,12,"Dice Rolling, Set Collection, Worker Placement",10105,Dice
159,27708,1960: The Making of the President,2,2,120,90,120,2007,7.59002,7.30202,7589,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",8940,Political
160,203993,Lorenzo il Magnifico,2,4,120,60,120,2016,7.84619,7.29823,3795,12,"Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement",5057,Renaissance
161,108745,Seasons,2,4,60,60,60,2012,7.45205,7.29786,16042,14,"Card Drafting, Dice Rolling, Hand Management, Take That",19382,"Card Game, Dice, Fantasy"
162,82222,Xia: Legends of a Drift System,3,5,180,60,180,2014,7.82699,7.29653,4511,12,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers",7127,"Adventure, Exploration, Fighting, Miniatures, Science Fiction, Space Exploration, Transportation"
163,48726,Alien Frontiers,2,4,90,90,90,2010,7.47176,7.29642,12445,13,"Area Control / Area Influence, Card Drafting, Dice Rolling, Worker Placement",12783,"Dice, Science Fiction"
164,66589,Navegador,2,5,90,60,90,2010,7.57863,7.28503,6793,12,Area Movement,6555,"Economic, Exploration, Nautical, Renaissance"
165,92828,Dixit: Odyssey,3,12,30,30,30,2011,7.49874,7.28393,11873,8,"Partnerships, Simultaneous Action Selection, Storytelling, Voting",16046,"Card Game, Humor, Party Game"
166,54138,Imperial 2030,2,6,120,120,120,2009,7.73311,7.27831,4603,12,"Area Control / Area Influence, Area Movement, Stock Holding",4979,"Economic, Fighting, Nautical, Political"
167,421,1830: Railways & Robber Barons,2,7,360,180,360,1986,7.8315,7.27755,3658,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",5288,"Economic, Trains, Transportation"
168,182631,Star Realms: Colony Wars,2,2,20,20,20,2015,7.94939,7.27691,3214,12,Deck / Pool Building,8235,"Card Game, Science Fiction"
169,156129,Deception: Murder in Hong Kong,4,12,20,20,20,2014,7.55334,7.27667,8309,14,Partnerships,12764,"Bluffing, Deduction, Murder/Mystery, Party Game, Spies/Secret Agents"
170,17392,Here I Stand,2,6,360,180,360,2006,7.94223,7.2737,3131,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",4663,"Negotiation, Political, Religious, Renaissance, Wargame"
171,191189,Aeon's End,1,4,60,60,60,2016,8.07464,7.27319,2907,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Hand Management, Variable Phase Order, Variable Player Powers",5187,"Card Game, Fantasy, Science Fiction"
172,181279,Fury of Dracula (third/fourth edition),2,5,180,120,180,2015,7.61427,7.27253,6775,14,"Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",13646,"Adventure, Deduction, Fighting, Horror, Novel-based"
173,3,Samurai,2,4,60,30,60,1998,7.43674,7.26441,12808,10,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",12860,"Abstract Strategy, Medieval"
174,188920,This War of Mine: The Board Game,1,6,120,45,120,2017,8.05886,7.26416,3143,18,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Press Your Luck, Role Playing, Simulation, Storytelling, Worker Placement",7300,"Adventure, Exploration, Mature / Adult, Modern Warfare, Video Game Theme"
175,163068,Trickerion: Legends of Illusion,2,4,180,60,180,2015,7.81628,7.26119,3799,14,"Action / Movement Programming, Action Point Allowance System, Simultaneous Action Selection, Tile Placement, Worker Placement",6918,none
176,77130,Sid Meier's Civilization: The Board Game,2,4,240,120,240,2010,7.47001,7.25962,12533,13,"Card Drafting, Deck / Pool Building, Grid Movement, Hand Management, Modular Board, Rock-Paper-Scissors, Trading, Variable Player Powers",16541,"City Building, Civilization, Exploration, Negotiation, Video Game Theme"
177,41114,The Resistance,5,10,30,30,30,2009,7.37075,7.25784,29330,13,"Partnerships, Simultaneous Action Selection, Voting",44386,"Bluffing, Card Game, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents"
178,160477,Onitama,2,2,20,15,20,2014,7.58211,7.25646,6859,8,"Grid Movement, Hand Management",11692,"Abstract Strategy, Ancient"
179,119890,Agricola: All Creatures Big and Small,2,2,30,30,30,2012,7.46001,7.25145,10198,13,"Area Enclosure, Tile Placement, Worker Placement",15313,"Animals, Farming"
180,760,Battle Line,2,2,30,30,30,2000,7.41761,7.24881,13319,12,"Hand Management, Set Collection",16309,"Ancient, Card Game, Deduction"
181,198994,Hero Realms,2,4,30,20,30,2016,7.71856,7.24779,5038,12,"Card Drafting, Deck / Pool Building, Hand Management",10094,"Card Game, Fantasy, Fighting"
182,163745,Star Wars: Armada,2,2,120,120,120,2015,7.9443,7.24438,3411,14,"Action / Movement Programming, Dice Rolling, Variable Player Powers",7131,"Collectible Components, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
183,204583,Kingdomino,2,4,20,15,20,2016,7.42675,7.24379,13187,8,"Card Drafting, Pattern Building, Tile Placement, Variable Phase Order",22174,"City Building, Fantasy, Medieval, Territory Building"
184,45315,Dungeon Lords,2,4,90,90,90,2009,7.43221,7.24191,11533,12,"Action / Movement Programming, Hand Management, Simultaneous Action Selection, Tile Placement, Worker Placement",12629,"Economic, Fantasy, Fighting, Humor"
185,59959,Letters from Whitechapel,2,6,120,120,120,2011,7.46549,7.24095,10691,13,"Memory, Partnerships, Point to Point Movement, Secret Unit Deployment",14528,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic"
186,40692,Small World,2,5,80,40,80,2009,7.32285,7.24003,49287,8,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Player Powers",63736,"Fantasy, Fighting, Territory Building"
187,1,Die Macher,3,5,240,240,240,1986,7.65016,7.2349,4664,14,"Area Control / Area Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection",5364,"Economic, Negotiation, Political"
188,175640,Vinhos Deluxe Edition,1,4,135,60,135,2016,8.3221,7.23486,1851,14,"Area Control / Area Influence, Variable Phase Order, Worker Placement",4211,"Economic, Industry / Manufacturing"
189,188834,Secret Hitler,5,10,45,45,45,2016,7.59419,7.23231,7864,13,"Partnerships, Player Elimination, Voting",10973,"Bluffing, Card Game, Deduction, Humor, Party Game, Political, Print & Play, World War II"
190,203420,Exit: The Game – The Abandoned Cabin,1,6,90,45,90,2016,7.75055,7.22932,3790,12,Co-operative Play,6698,"Deduction, Puzzle, Real-time"
191,37046,Ghost Stories,1,4,60,60,60,2008,7.37504,7.22648,16176,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",21190,"Fantasy, Fighting, Horror, Mythology"
192,176920,Mission: Red Planet (Second Edition),2,6,90,45,90,2015,7.56472,7.22618,6016,14,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",8492,Science Fiction
193,36932,Claustrophobia,2,2,45,45,45,2009,7.58023,7.22615,6043,14,"Dice Rolling, Modular Board, Variable Player Powers",8606,"Horror, Adventure, Fantasy, Fighting, Miniatures"
194,19777,Indonesia,2,5,240,180,240,2005,7.811,7.22608,3224,14,"Area Control / Area Influence, Auction/Bidding, Pick-up and Deliver, Stock Holding",3989,"Economic, Industry / Manufacturing, Transportation"
195,39856,Dixit,3,6,30,30,30,2008,7.32175,7.22186,36962,6,"Simultaneous Action Selection, Storytelling, Voting",49111,"Card Game, Humor, Party Game"
196,15985,Blood Bowl: Living Rulebook,2,2,120,120,120,2004,7.87053,7.21864,3160,12,"Dice Rolling, Grid Movement, Variable Player Powers",2943,"Collectible Components, Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports"
197,136888,Bruges,2,4,60,60,60,2013,7.4676,7.21722,8150,10,"Dice Rolling, Hand Management",9387,"Card Game, City Building, Dice, Economic, Renaissance"
198,144344,Rococo,2,5,120,60,120,2013,7.5718,7.21676,5577,12,"Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Set Collection",6844,"Age of Reason, Economic"
199,172081,Burgle Bros.,1,4,90,45,90,2015,7.6543,7.21662,4699,12,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",8656,"Exploration, Maze, Spies/Secret Agents"
200,25292,Merchants & Marauders,2,4,180,180,180,2010,7.44048,7.21402,10758,13,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver, Variable Player Powers",14539,"Adventure, Nautical, Pirates, Transportation"
201,123123,BattleCON: Devastation of Indines,1,5,45,45,45,2013,8.05067,7.21147,2489,10,"Hand Management, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers",4173,"Card Game, Fighting"
202,198773,Codenames: Pictures,2,8,20,10,20,2016,7.43038,7.20814,9921,10,"Memory, Partnerships, Press Your Luck",18117,"Card Game, Deduction, Party Game, Spies/Secret Agents"
203,33160,Endeavor,3,5,90,90,90,2009,7.44573,7.20778,8406,12,"Area Control / Area Influence, Card Drafting, Set Collection",6905,"Exploration, Nautical, Renaissance"
204,233371,Clank! In! Space!,2,4,60,60,60,2017,8.01024,7.20743,2593,13,"Card Drafting, Deck / Pool Building, Modular Board, Player Elimination, Point to Point Movement, Press Your Luck",4797,Science Fiction
205,2655,Hive,2,2,20,20,20,2001,7.32452,7.20621,22731,9,"Grid Movement, Tile Placement",28978,"Abstract Strategy, Animals"
206,176734,The Manhattan Project: Energy Empire,1,5,120,60,120,2016,7.87973,7.20286,2952,13,"Dice Rolling, Worker Placement",4544,"Civilization, Dice, Economic, Environmental, Industry / Manufacturing"
207,143693,Glass Road,1,4,80,20,80,2013,7.47735,7.20285,7087,13,"Card Drafting, Set Collection, Simultaneous Action Selection, Tile Placement, Variable Phase Order",8805,"City Building, Economic, Medieval"
208,21241,Neuroshima Hex!,1,4,30,30,30,2006,7.42904,7.20154,11114,13,"Hand Management, Hex-and-Counter, Player Elimination, Tile Placement, Variable Player Powers",11361,"Fighting, Science Fiction"
209,209685,Century: Spice Road,2,5,45,30,45,2017,7.46749,7.2011,8454,8,"Card Drafting, Deck / Pool Building, Hand Management, Set Collection",11139,"Card Game, Economic, Medieval"
210,5,Acquire,2,6,90,90,90,1964,7.35752,7.20107,16282,12,"Hand Management, Stock Holding, Tile Placement",20313,Economic
211,243,Advanced Squad Leader,2,2,480,120,480,1985,7.95504,7.20045,3132,14,"Dice Rolling, Hex-and-Counter, Modular Board, Secret Unit Deployment, Simulation, Time Track, Variable Player Powers",5030,"Wargame, World War II"
212,13122,Antiquity,2,4,180,120,180,2004,7.89598,7.20022,2688,14,"Modular Board, Tile Placement, Trading",3921,"City Building, Civilization, Economic, Environmental, Medieval"
213,40765,Clash of Cultures,2,4,240,180,240,2012,7.66215,7.20021,4431,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Trading, Variable Player Powers",5339,"Ancient, City Building, Civilization, Economic, Exploration, Medieval, Territory Building"
214,124708,Mice and Mystics,1,4,120,120,120,2012,7.41893,7.19891,12986,7,"Area Movement, Co-operative Play, Dice Rolling, Role Playing, Storytelling, Variable Player Powers",25003,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
215,129622,Love Letter,2,4,20,20,20,2012,7.28103,7.19747,42371,10,"Hand Management, Player Elimination",71324,"Card Game, Deduction, Renaissance"
216,70919,Takenoko,2,4,45,45,45,2011,7.31997,7.19708,24722,8,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Pattern Building, Set Collection, Tile Placement",37025,"Animals, Environmental, Farming, Territory Building"
217,54,Tikal,2,4,90,90,90,1999,7.34601,7.19528,15124,10,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Grid Movement, Modular Board, Set Collection, Tile Placement",18636,"Exploration, Territory Building"
218,63628,The Manhattan Project,2,5,120,120,120,2012,7.45059,7.19508,7735,13,"Card Drafting, Worker Placement",10207,"Aviation / Flight, Economic, Fighting, Industry / Manufacturing, Negotiation, World War II"
219,25554,Notre Dame,2,5,75,45,75,2007,7.38079,7.19432,10698,10,"Area Control / Area Influence, Card Drafting, Point to Point Movement",10520,"Economic, Renaissance"
